2013-09-22,ARMYRUN-COURSEDEL'ARMEE
2013-09-22,DEFIVELOMAG
2013-09-22,MARATHON OASIS DE MONTREAL
2013-09-22,MARATHONOASISDEMONTREAL
2013-09-22,NUTRIENCEOAKVILLEHALF-MARATHONAND10KM
2013-09-28,MELISSA'SROADRACE
2013-09-28,WAKEFIELDMOONLIGHTRIVERRUN
2013-09-29,COURSESTE-SOPHIE
2013-09-29,COURSEPOPULAIREDUPARCANGRIGNON
2013-09-29,LASTCHANCETRIATHLON
2013-09-29,UNPASVERSL'ESPOIR
2013-10-05,ALUNGRUN
2013-10-05,BEAUCERUN
2013-10-06,CLASSIQUEDUPARCLAFONTAINE
2013-10-06,MARATHONDERIMOUSKI
2013-10-06,MONTREALCIBCRUNFORTHECURE
2013-10-06,THECOUNTYMARATHON
2013-10-12,FALLCOLOURSDUATHLON
2013-10-12,IRONMANWORLDCHAMPIONSHIP
2013-10-13,BMOOKANAGANMARATHON
2013-10-13,DEMIMARATHONDESCOULEURSDEBECANCOUR
2013-10-13,LECROSSDESCOULEURS
2013-10-13,OTTAWAFALLCOLOURSMARATHONEVENTS
2013-10-19,9RUNRUN
2013-10-19,CROSS-COUNTRYSAINT-LAURENTSELECT
2013-10-20,DEFIDUTOURDULACBEAUPORT
2013-10-20,SCOTIABANKTORONTOWATERFRONTMARATHON
2013-10-26,COURSE10KMAPOCALYPSE/COURSEDESCITROUILLES
2013-10-26,DEFICOURSESDUFESTIVALDECHASSEDELAHAUTE-SAINT-MAURICE
2013-10-26,OTTAWABEATBEETHOVEN
2013-10-27,IRONMAN70.3AUSTIN
2013-10-27,IRONMAN70.3MIAMI
2013-10-27,NIAGARAFALLSINTERNATIONALMARATHON
2013-10-27,RATTLEMEBONES5AND10KM
2013-11-02,COURSEDUPORTAGEUR
2013-11-02,HEATHERSAALTINKMEMORIALRUN
2013-11-02,IRONMANFLORIDA
2013-11-03,OKAROADRACE
2013-11-09,TIMHORTONSCASABLANCACLASSIC8&3K
2013-11-10,FATASSTRAILRUN
2013-11-23,LEDEFIDESPERESNOELDELAFONDATIONHOPITALPIERRE-BOUCHER
2013-12-08,HONOLULUMARATHON
2014-01-25,FROSTANDFIRETRIAND10K
2014-01-25,VERTLERAID-TRAILDELANUITPOLAIRE
2014-02-01,TRIATHLOND'HIVERSAINT-DONAT
2014-02-01,WINTERLUDETRIATHLONBALDENEIGE
2014-02-09,DEFIHIVERNALBIZZ-OR
2014-02-15,GATINEAULOPPET
2014-02-16,DEMIMARATHONHYPOTHERMIQUE
2014-02-16,DÉFIHIVERNALILEBIZARD
2014-02-16,GATINEAULOPPET
2014-02-16,WINTERMANMARATHONANDMARATHONRELAYS
2014-02-17,TIMHORTONSGRIMSBYHALFMARATHONANDFAMILYDAY10K&3K
2014-02-22,DEFINORDIQUE
2014-02-23,DEFINORDIQUE
2014-02-23,MORIN-HEIGHTSVIKINGLOPPET
2014-02-23,YMCAOFPETERBOROUGHHALF-MARATHONAND5KM
2014-03-02,OKASKIMARATHON
2014-03-08,TRIATHLOND'HIVERITU
2014-03-15,OTTAWASTPATRICK'SDAYRUN
2014-03-15,TOURDUMONTVALIN
2014-03-16,IRONMAN70.3MONTERREY
2014-03-29,IRONMAN70.3CALIFORNIAOCEANSIDE
2014-03-30,AROUNDTHEBAYROADRACES
2014-03-30,COURSEETMARCHEPOPULAIRESDELASALLE
2014-03-30,IRONMANLOSCABOS
